ID;baseMean;log2FoldChange;padj
ENSG00000000003;698.924127149904;-0.395563082552056;0.000905731532852589
ENSG00000000419;475.485442398544;0.216368823450666;0.186416291178304
ENSG00000000457;251.901435179007;0.0141700137497097;0.963745374267273
ENSG00000000460;50.8475539785135;-0.0174131442137948;0.980232394345735
ENSG00000000971;5044.6527777241;0.402052084511026;0.000101591875676613
ENSG00000001036;1838.35914928855;-0.270797503676053;0.00920211060423461
ENSG00000001084;631.414373240744;-0.0646391832527516;0.856055614478554
ENSG00000001167;392.735223799872;-0.545834145970013;7.19210960347927e-05
ENSG00000001460;177.760111819129;-0.131152834477938;0.695868635513668
ENSG00000001461;2859.37112976728;-0.0557497128075505;0.792360589327471
ENSG00000001497;516.220774104452;-0.00841976826657563;0.973591920515613
ENSG00000001561;112.350882001062;0.199376262606038;0.608813154767037
ENSG00000001617;585.960830136036;-0.261813782610812;0.0660526796492773
ENSG00000001626;1.57781317077168;-2.65040012040582;NA
ENSG00000001629;1748.92584491;-0.239620579358288;0.0208623676257539
ENSG00000001630;80.845494063052;-0.151282915190399;0.773854429133224
ENSG00000001631;771.020734728188;-0.0315592822954582;0.886353331804547
ENSG00000002016;160.040628185294;-0.36103416972735;0.101912153561384
ENSG00000002330;552.370784633263;-0.0401486847379188;0.864214831437084
ENSG00000002549;807.447296893932;0.24152495643189;0.129815178234777
ENSG00000002745;6.26225107327796;-0.182340316018446;0.916112614117997
ENSG00000002746;102.346216951347;0.0620921028126183;0.885836986515011
ENSG00000002822;326.292278823671;-0.160439568823798;0.504005751798667
ENSG00000002834;8014.67780006543;0.381084028946953;0.000441521197956557
ENSG00000002919;244.547412684525;0.423828031598177;0.0157838987401452
ENSG00000002933;528.902534492804;0.328385971990594;0.09875779504549
ENSG00000003056;1108.25049693215;-0.0724756075471685;0.663165740387839
ENSG00000003096;389.955259201983;-0.969471584190127;4.00062512048123e-10
ENSG00000003137;100.865350287435;-0.909010778886779;0.00981393770563751
ENSG00000003249;118.816056223818;-0.308158826984102;0.28627616880548
ENSG00000003393;820.239194334783;0.136921642178134;0.352812385029556
ENSG00000003400;76.8391926047313;-0.429255710118379;0.179855301664753
ENSG00000003402;2674.85084870696;1.18978221959438;8.09433856383014e-20
ENSG00000003436;4817.23799672837;-0.219280683809597;0.334790270047551
ENSG00000003509;286.598878353215;-0.0465410357305568;0.873872071906459
ENSG00000003756;2458.9250561145;-0.212369098261414;0.110780845655733
ENSG00000003987;25.4516421546612;0.851190571532276;0.0792188506945508
ENSG00000003989;36.8003079932679;0.62153288788863;0.246137843832065
ENSG00000004059;1510.93573581234;0.398229844564062;6.47155321956834e-05
ENSG00000004139;106.400304683531;-0.25543732999475;0.419828848096866
ENSG00000004142;1436.76427839403;0.128237761028317;0.339480018952644
ENSG00000004399;3506.45014761261;-0.0485066038689205;0.841295431697318
ENSG00000004455;666.167025967115;0.155205977169897;0.474367999026733
ENSG00000004478;415.599605688977;-0.0500367685281506;0.842553284926407
ENSG00000004487;1195.82181150336;-0.3127960092696;0.00323897854168989
ENSG00000004534;1228.39341496034;-0.185324170378814;0.17744735430815
ENSG00000004660;71.0622205254784;-0.615809844046556;0.114173459590052
ENSG00000004700;1038.28054582053;0.373733405144475;0.00294967207283294
ENSG00000004766;443.51198277945;-0.0650688605746982;0.77228491618596
ENSG00000004776;7804.45603420508;-0.179969263769394;0.240936837500328
ENSG00000004777;79.6998778014505;-0.386387864826901;0.24769987068057
ENSG00000004779;343.171643622066;0.0891269959860399;0.726132829462294
ENSG00000004799;900.636300396179;2.68006611687659;0.00166222544543037
ENSG00000004838;11.1109922178218;-0.616774980396611;0.521719430142806
ENSG00000004846;13.8366600449814;-1.64294302766503;0.0552608882294919
ENSG00000004864;137.122044481404;-0.0020963252715077;0.994645531572907
ENSG00000004866;459.936738213957;-0.535554346092814;0.000375607727329872
ENSG00000004897;1311.81254201617;0.0775780575840357;0.650935138790035
ENSG00000004961;427.769458125001;-0.176772228602007;0.400325168688297
ENSG00000004975;980.308749967423;-0.332135955639256;0.00532829515619308
ENSG00000005007;2200.69569492069;0.222924768734897;0.0385497734761176
ENSG00000005020;740.986662917458;0.201318358017181;0.202611394639565
ENSG00000005022;1025.53410929968;-0.0646754498138135;0.725737208153419
ENSG00000005059;203.887516790955;0.089357585960911;0.770130071781599
ENSG00000005075;276.786661041629;-0.107656190033803;0.726296632136827
ENSG00000005100;494.409138781569;0.359580517336887;0.0347067474265632
ENSG00000005108;3.42285161723597;0.683021507788085;NA
ENSG00000005156;189.885793012833;-0.406187570619792;0.0773202062226819
ENSG00000005175;298.079142207296;-0.260373960179915;0.191873787777387
ENSG00000005187;7.21994212074705;-0.0967569935524085;0.948192973968908
ENSG00000005189;64.6993013073464;-0.364641433122179;0.384788808502432
ENSG00000005194;293.874890580736;0.222509046376187;0.247015682636984
ENSG00000005206;621.047285592187;0.0608216144531407;0.784731158015473
ENSG00000005238;663.678312681687;-0.192859028767404;0.221420687580528
ENSG00000005243;923.591289510357;-0.111066024779236;0.489333951003546
ENSG00000005249;291.494039458523;0.591745681001222;0.00705061115706132
ENSG00000005302;381.873524007618;0.128990333780585;0.557628680553614
